지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
108,2016-01-12,-5.2,-9.1,637,.7,1536,,,,,,,7.4,360,2125,5.1,360,2128,2.5,2198,-15.5,23,1332,46,1.9,1013.3,1026.7,955,1022.1,1612,1024.4,9.8,9.1,1200,1.67,10.02,,,,,,.5,.4,-2.5,-12.8,-2.3,-.8,.9,1.5,3.1,6.3,8.9,14.7,16.7,,1.2,,
108,2016-01-13,-4.5,-8.2,321,.1,1311,3.42,,,,,.4,9.1,270,2206,4.9,320,2059,2,1764,-10.8,31,1044,63,2.8,1009.5,1023.1,3,1017.3,1515,1020.5,9.8,5.8,1100,1.32,6.69,.5,1625,.5,1625,.5,5.5,5.5,-1.8,-11.8,-2,-1,.6,1.3,3,6.3,8.8,14.6,16.7,,,.4,
108,2016-01-14,-3.4,-8.4,658,1.3,1446,2.1,,,,,0,8,230,1640,4.7,230,1638,1.7,1450,-12.4,24,1053,52.1,2.5,1011,1024.1,852,1020.5,1431,1022,9.8,7.7,1200,1.61,8.8,0,1930,.4,1,0,4,4,-1.1,-13.3,-1.7,-.8,.6,1.2,2.8,6.1,8.7,14.5,16.6,,1.5,0,
108,2016-01-15,-.4,-4.3,740,5.3,1511,,,,,,,5.4,140,2311,3.4,140,2320,1.8,1538,-9.5,28,1228,52.3,3,1010.9,1022.9,1021,1020.3,1441,1021.7,9.9,6.1,1200,1.61,7.85,,,0,1,,3.1,2.8,-.2,-8.5,-.4,-.3,.6,1.2,2.8,6,8.6,14.4,16.6,,1.4,,
108,2016-01-16,-.2,-2.1,43,2.8,1547,4.83,,,,,.1,6.5,90,1348,4.2,90,1145,2.9,2492,-5.5,53,327,68,4.2,1012.1,1024.6,1057,1022,1441,1023,9.9,1,1400,1.02,4.86,,,,,,7.1,6.4,.1,-6,-.3,-.3,.7,1.2,2.8,5.9,8.5,14.3,16.6,,.8,.1,
108,2016-01-17,1.7,-.7,514,5.4,1513,,,,,,,5.7,90,921,4,90,925,2.4,2103,-4.6,47,1424,64,4.3,1006.4,1022.3,249,1012.4,2357,1017.2,9.9,0,1100,.76,4.23,,,,,,6.6,1.8,.4,-6,.2,-.2,.7,1.3,2.8,5.8,8.3,14.3,16.5,,.6,.2,
108,2016-01-18,-6.3,-12.3,2340,.4,209,4.9,,,,,.2,15.1,340,1436,8.5,340,1534,4.8,4117,-13.2,31,1602,59.8,2.5,1003.9,1019.1,2324,1011,421,1014.9,9.9,7.8,1100,1.61,8.31,.4,415,.4,415,.4,6,5.3,-1.3,-12.5,-1.2,-.2,.9,1.3,2.7,5.8,8.3,14.2,16.5,,1.5,0,
108,2016-01-19,-12.8,-15.1,805,-8.9,1411,,,,,,,14.5,340,1143,9,340,1455,5.4,4674,-22.2,29,1251,45.9,1,1011.7,1028.6,2354,1019.1,1,1023.1,9.9,9.3,1200,1.83,10.82,,,,,,.5,.5,-5.8,-15.2,-5.5,-2.3,.4,1.2,2.5,5.7,8.2,14.2,16.5,,1.5,,
108,2016-01-20,-10.5,-14.5,704,-5.2,1604,,,,,,,5.9,340,1026,3.7,320,1027,1.8,1521,-20.6,30,1515,43.6,1.2,1019.7,1033.5,1023,1028.6,1,1031.2,10,9,1100,1.63,9.08,,,,,,1.9,0,-5.1,-16.5,-5.3,-3,-.2,.7,2.3,5.6,8.1,14.1,16.4,,.9,,
108,2016-01-21,-7.1,-10.2,3,-2.3,1442,,,,,,,6.9,320,1407,4,290,1330,1.8,1598,-17.6,28,1300,44.3,1.6,1017.9,1031.4,226,1027.1,1442,1029.1,10,6.5,1200,1.68,8.41,,,,,,3.9,0,-3.4,-13.3,-3.5,-2.2,-.3,.4,2.2,5.5,8,14,16.4,,1.6,,
108,2016-01-22,-7.6,-11.1,551,-3.8,1516,,,,,,,9,340,2316,5.3,340,2226,2.6,2285,-19.2,25,1518,40.5,1.4,1021.1,1034.1,2346,1030.3,1,1032.4,10,6.2,1100,1.19,7.62,,,,,,5.4,0,-4.1,-13.9,-4,-2.5,-.4,.3,2.1,5.4,7.9,13.9,16.3,,1.7,,
108,2016-01-23,-11.5,-16,2356,-8.3,1,.58,,,,,0,12.7,340,1747,7.5,340,1747,4,3421,-21.9,27,1007,42,1.1,1019.1,1034.2,28,1027.7,2352,1030.6,10,8.3,1100,1.66,9.18,,,,,,3.5,1.6,-5.3,-17.2,-5,-2.9,-.6,.2,1.9,5.3,7.9,13.9,16.3,,1.5,0,
108,2016-01-24,-14.4,-18,730,-10.5,1620,,,,,,,8.6,360,1548,5.4,340,1550,3.2,2738,-23.1,31,1345,48.5,1,1014.9,1029.3,2215,1024.6,545,1026.4,10.1,9.3,1200,1.76,10.54,,,,,,0,0,-7.9,-18.7,-7.4,-4.7,-1.4,-.1,1.6,5.2,7.8,13.8,16.2,,1.3,,
108,2016-01-25,-9.4,-14.3,535,-3.4,1525,,,,,,,6.8,360,1141,4.1,360,1148,1.9,1635,-19,26,1451,47.1,1.4,1018,1030.7,1034,1027.9,1532,1029.3,10.1,9.5,1200,1.84,11.22,,,,,,.9,.9,-5.9,-18.3,-5.7,-4,-1.5,-.3,1.4,5,7.7,13.7,16.2,,1.4,.1,
108,2016-01-26,-3.3,-8.5,230,1.7,1540,8.33,,,,,.3,8.3,320,1604,5.4,290,1611,2.3,1948,-9.1,45,1605,64.5,3.1,1016.3,1029.6,2,1025.3,1658,1027.3,10.1,4.5,1300,1.08,6.5,.5,940,.5,940,.5,6.1,6.1,-2.2,-11.5,-2.6,-2,-.8,-.3,1.3,4.9,7.5,13.6,16.2,,1.1,.2,
108,2016-01-27,-1.1,-4.7,734,4.3,1535,,,,,,,7.7,290,1407,4.5,320,1429,2,1771,-9,34,1536,56.3,3.1,1019,1031.5,2258,1027.3,59,1030,10.2,9.4,1300,1.48,9.55,,,,,,2.4,.6,-1.5,-11.7,-1.4,-1.3,-.5,-.2,1.4,4.8,7.4,13.5,16.1,,1,,
108,2016-01-28,-.5,-5.6,629,3.5,1555,,,,,,,6,110,1253,3.4,110,910,1.6,1359,-9.9,29,1521,51.5,2.9,1018.2,1031.5,825,1026.9,2355,1029.1,10.2,2.4,1200,1,5.88,,,,,,6.5,3.9,-1.1,-13.1,-1.4,-1.2,-.4,-.1,1.4,4.7,7.3,13.5,16.1,,1.2,,
108,2016-01-29,1.9,-1.4,610,5.4,1548,,,,,,,6.8,90,1313,4.4,90,2009,2.3,1963,-9.6,27,1021,43.6,3,1014.6,1027.1,1,1023.5,1508,1025.5,10.2,.1,1200,.63,4.19,,,,,,7.5,3.8,.3,-4.5,.1,-.4,-.2,-.1,1.5,4.6,7.2,13.4,16.1,,1.2,,
108,2016-01-30,.6,-2.5,750,5.2,1142,,,,,,,6.3,290,1612,4,340,1628,2,1726,-6.5,46,2346,59.5,3.8,1015.4,1028.4,2345,1025,1311,1026.3,10.3,6.3,1100,1.58,8.01,,,,,,4.5,.9,-.3,-9,-.2,-.4,-.1,0,1.5,4.5,7.1,13.3,16,,1.6,,
108,2016-01-31,-3.9,-6.5,2352,.3,1452,,,,,,,8.4,290,1907,4.9,340,1916,3.2,2727,-18.1,17,1455,34,1.5,1018.4,1030.9,2245,1027.8,1451,1029.5,10.3,7.9,1200,1.88,10.75,,,,,,3.1,0,-1.1,-7.4,-1.3,-.6,-.1,.1,1.5,4.4,7,13.3,16,,2,,
108,2016-02-01,-6,-9.1,606,-1,1535,,,,,,,8.1,340,1614,5,360,938,3,2572,-19.1,20,1441,36,1.4,1018.5,1031.3,952,1028.2,1450,1029.7,10.3,9.6,1200,1.92,12.01,,,,,,.4,.1,-2.7,-11.1,-2.8,-1.4,-.2,.1,1.4,4.4,6.9,13.2,15.9,,1.8,,
108,2016-02-02,-5.3,-10,757,.9,1601,,,,,,,6.6,320,1517,4.4,290,1519,2.2,1920,-16.6,23,1609,41.8,1.7,1017.6,1030.3,9,1026.6,1501,1028.7,10.3,9.8,1200,1.89,12.05,,,,,,0,0,-3,-14.8,-3.1,-1.8,-.3,.1,1.4,4.3,6.9,13.1,15.9,,1.6,,
108,2016-02-03,-2.4,-8.3,736,4,1458,,,,,,,7.8,340,1542,4.8,320,1632,1.9,1680,-11.9,29,1149,49.6,2.5,1016.9,1029.7,936,1026.3,1449,1027.9,10.4,7.5,1200,1.87,10.46,,,,,,1.8,1.8,-1.8,-15.9,-2.1,-1.6,-.3,.1,1.3,4.3,6.8,13.1,15.8,,1.5,,
108,2016-02-04,-.7,-4,400,3.9,1448,,,,,,,9.7,340,1320,6.1,340,1320,2.4,2096,-10.9,18,1551,50.1,2.8,1014.9,1028.1,1,1023.2,1558,1025.9,10.4,7.9,1100,1.53,9.82,,,,,,2.9,1.4,-.5,-12.2,-.7,-.7,-.1,.1,1.4,4.2,6.7,13,15.8,,1.7,,
108,2016-02-05,-2.2,-6.8,517,3.4,1504,,,,,,,8.3,340,1542,5.4,340,1548,2.5,2132,-14.8,17,1505,39.4,2,1013.1,1026.7,28,1022.1,1717,1024.1,10.4,8.9,1300,1.89,10.71,,,,,,1.6,.3,-.9,-12.2,-1.3,-.9,-.1,.1,1.4,4.2,6.6,12.9,15.8,,1.6,,
108,2016-02-06,-3.1,-6.2,643,2,1509,,,,,,,8.4,320,1628,4.9,340,1024,2.9,2472,-15.5,25,1555,38.6,1.9,1012.6,1025.6,2240,1022.1,455,1023.6,10.5,9.8,1200,1.91,12.22,,,,,,0,0,-1.3,-10.4,-1.3,-.9,-.1,.1,1.4,4.1,6.6,12.8,15.7,,2.2,,
108,2016-02-07,-2.9,-8.3,728,3.5,1434,,,,,,,7.1,290,1540,4.3,340,1617,2,1719,-13.4,20,1502,46.5,2.3,1012,1025.7,212,1021.1,1634,1023.1,10.5,9.8,1200,1.96,12.44,,,,,,1,1,-1.6,-14.7,-1.8,-1.2,-.2,.1,1.3,4.1,6.5,12.8,15.7,,1.9,,
108,2016-02-08,1.3,-4.3,720,5.5,1432,,,,,,,14.4,320,1510,7.4,290,1519,3.1,2693,-5.2,45,1528,62.1,4.2,1004.8,1021.3,2,1011.5,1853,1015.6,10.6,2.8,1000,.94,5.55,,,,,,6.9,3.9,.7,-9.4,.1,-.5,0,.1,1.3,4.1,6.5,12.7,15.6,,1.7,,
108,2016-02-09,.3,-3.9,758,5.5,1346,,,,,,,10.6,290,1602,6.3,340,1314,3,2605,-8.8,26,1237,52.5,3.2,1011.3,1025.2,2338,1014.4,1,1022.1,10.6,9.5,1200,2,11.45,,,,,,.5,.5,.6,-8.8,.4,-.2,0,.2,1.3,4,6.4,12.6,15.6,,1.9,,
108,2016-02-10,2.7,-4.3,731,10.7,1442,,,,,,,5.9,110,1153,3.3,110,1201,1.6,1359,-11.4,17,1427,38.5,2.6,1015.2,1027.5,1001,1024.4,1722,1026,10.6,9.8,1200,2.02,12.74,,,,,,0,0,.8,-10.7,.4,-.3,0,.2,1.3,4,6.3,12.6,15.5,,1.9,,
108,2016-02-11,8.1,1.6,501,13.5,1603,2.08,,,,,.1,7.7,90,956,5.2,110,1000,3.5,3002,-9.4,19,1204,29.3,3.2,1013.7,1026.6,631,1021.7,2227,1024.3,10.7,4.6,1100,1.48,7.87,,,,,,6,2.6,2.7,-1.6,2.6,0,0,.2,1.4,4,6.3,12.5,15.5,,.7,15.6,
108,2016-02-12,8.4,6.8,645,10,1,24,,,,,18,9.1,90,316,6.2,90,316,3.2,2750,7.5,57,1,95.3,10.5,1006.9,1022.3,1,1015.4,1618,1017.4,10.7,0,1200,.19,1.1,,,,,,10,7.1,4.5,6,4.6,1.8,.2,.3,1.4,3.9,6.3,12.4,15.5,,.2,4.5,.67
108,2016-02-13,11,5.8,2400,14.4,1433,14.1,,,,,21,10.8,270,2011,6.9,270,2017,3.3,2812,10.1,80,1422,95,12.5,996.3,1015.4,1,999.3,1745,1006.6,10.7,0,1300,.72,3.78,,,,,,9.9,6.8,8.7,5.8,8.7,5.8,3.7,2.3,1.5,3.9,6.2,12.4,15.4,,.3,21.5,1
108,2016-02-14,-2.6,-6.8,2359,5.8,1,9,,,,,2.5,11.8,270,112,6.5,290,118,4.6,4006,-6.9,54,2014,73.1,3.9,1003.1,1020.8,2329,1002.1,1,1013.9,10.8,.1,1300,.72,2.98,,,,,,7.8,5.4,1.9,-7.2,,3.3,4,3.7,1.6,3.7,6.2,12.3,15.4,,1.5,0,
108,2016-02-15,-5.8,-10,707,-2.3,1612,1.72,,,,,0,10.9,340,1440,6.2,360,1344,4,3452,-15.5,29,1242,48.4,2,1010.4,1024,906,1019,1628,1021.5,10.8,9.8,1200,2.22,14.52,,,,,,1.5,1.5,-.6,-10.3,-1.2,.3,1.6,2.1,1.6,3.7,6.1,12.2,15.4,,2,0,
108,2016-02-16,-2.7,-6.7,553,1.1,1703,4.92,,,,,.8,11.4,320,1543,5.9,340,1642,2.7,2342,-8.3,52,1704,65.6,3.3,1007.7,1021.6,2344,1015,1414,1018.7,10.8,3.2,1100,1.04,5.58,1.2,1250,1.2,1250,1.2,3.8,3.3,-.3,-10.3,-.6,-.1,1,1.4,1.7,3.7,6,12.2,15.3,,.8,.8,
108,2016-02-17,0,-5.2,540,5.4,1513,,,,,,,9.4,270,1419,5.7,270,1420,2.3,1947,-8.8,30,1443,53.9,3.2,1013.5,1025.7,946,1021.6,1,1024.4,10.9,10,1200,2.19,14.42,,,,,,.3,.3,.3,-9.8,-.5,-.2,.8,1.2,1.7,3.8,5.9,12.1,15.3,,2,,
108,2016-02-18,3.5,-1.4,640,7.8,1610,,,,,,,11.9,250,1442,7.6,250,1447,3.2,2791,-2.2,51,1403,66.4,5.3,1010.8,1025.1,1,1019.1,1541,1021.5,10.9,5.9,1300,1.39,8.26,,,,,,5.4,3,1.9,-5.7,1,0,.8,1.1,1.8,3.8,5.9,12.1,15.2,,1.3,,
108,2016-02-19,2.3,.1,607,4.4,1519,,,,,,,8,290,20,4.1,320,11,1.7,1437,-6.3,28,1557,56.4,4,1016.2,1029,2218,1022.2,1,1027,11,.5,1000,.86,5.1,,,,,,6.8,4.1,1.1,-5.5,1,.7,1.3,1.4,1.8,3.8,5.9,12,15.2,,1,,
108,2016-02-20,1.3,-2.5,2349,6.3,1407,,,,,,,10.9,320,1555,6.3,340,1541,2.9,2476,-12.1,23,2232,37.1,2.5,1013.2,1028.1,1,1020.4,1452,1024.1,11,9.4,1200,2.01,13.13,,,,,,1.9,.1,2.6,-6.2,2,1.6,1.8,1.7,1.8,3.9,5.9,12,15.2,,1.4,,
108,2016-02-21,-.6,-4.2,704,4.4,1526,,,,,,,12,340,1245,6.1,320,1252,2.9,2471,-14,23,1007,36.4,2.1,1019.2,1033.6,2305,1026,1,1030.2,11,10,1400,1.99,13.63,,,,,,3,.9,1.6,-7.5,.4,.8,1.7,1.8,2,3.9,5.9,11.9,15.1,,2.7,,
108,2016-02-22,1.1,-2.2,446,4.2,1536,2.25,,,,,0,6.6,320,2207,4,320,2211,1.9,1626,-12.7,21,1307,36.6,2.5,1019.4,1033.8,219,1028,1729,1030.3,11.1,0,1400,.9,5.76,,,,,,9.5,5.4,1.5,-4.7,.8,.9,1.6,1.7,2.1,3.9,5.8,11.8,15.1,,1.2,.9,
108,2016-02-23,.7,-4.5,2357,4.5,1444,2.5,,,,,.9,11.6,290,1642,7.4,360,2204,3.2,2794,-8.1,25,1300,56,3.6,1019,1033,2229,1028,653,1029.9,11.1,9.1,1200,2.3,14.55,.3,150,.3,150,.3,4.3,2.5,3.5,-5.6,2.7,2.5,2.5,2.2,2.2,3.9,5.8,11.8,15,,2.5,,
108,2016-02-24,-3,-6.8,741,2.2,1429,,,,,,,8.9,340,1437,5.1,360,22,2.9,2484,-14.3,23,1430,42,2,1022.4,1035.1,2337,1031.7,1533,1033.5,11.1,10.3,1200,2.24,15.48,,,,,,.3,.3,1.6,-9.4,-.1,1,2.1,2.3,2.7,4,5.9,11.7,15,,2.2,,
108,2016-02-25,-.2,-5.8,248,5.7,1606,,,,,,,13.5,250,1401,6.9,270,1404,2.7,2291,-9.7,30,1609,49.9,3.1,1021.7,1035.3,859,1029.9,1628,1032.7,11.2,10.1,1200,1.53,11.24,,,,,,2.4,2.4,1.2,-10.7,0,.6,1.6,2,2.6,4.1,5.9,11.7,14.9,,2,,
108,2016-02-26,2.2,-3.2,634,7.5,1502,.5,,,,,0,7.5,230,1344,4.8,290,1618,2.2,1933,-10.8,16,1443,41.3,2.8,1017.3,1031.3,16,1025,2250,1028.2,11.2,10.4,1200,2.27,15.23,,,,,,3,2.5,3.4,-9,2.4,1.9,2.1,2,2.5,4.1,5.9,11.6,14.9,,2.1,.2,
108,2016-02-27,3.3,.5,732,8.1,1424,3.83,,,,,.2,7.8,290,1522,4.6,320,1606,2,1744,-4.7,26,1533,57.6,4.4,1013.7,1026,2234,1022.5,412,1024.5,11.3,6.3,1200,2.11,11.21,,,,,,6.6,3,4.5,-3.7,4,3.6,3.4,3,3,4.2,5.9,11.6,14.9,,1.9,,
108,2016-02-28,.7,-2.6,2355,6.9,1133,4,,,,,4.1,9.3,70,1400,5.3,50,1408,2.1,1812,-5.7,31,1109,65.5,4.1,1011.3,1025.4,1,1019.1,1403,1022.2,11.3,1.5,1000,1.11,4.76,5,1550,5,1550,5,6.1,2.8,1.4,-5.4,1.6,2.4,3.2,3.1,3.5,4.4,6,11.5,14.9,,.2,4.1,
108,2016-02-29,-3.8,-5.9,2359,-1.1,1605,2.05,,,,,0,11.1,340,1327,6.1,340,1329,4,3434,-13.1,33,1730,48.6,2.3,1014.4,1029,2222,1023,125,1025.5,11.3,8.6,1300,1.69,10.38,,,4.3,1,,2.5,2.5,.4,-9,0,1.1,2.3,2.6,3.4,4.4,6,11.5,14.8,,1.6,0,
108,2016-03-01,-2.7,-7.5,735,2.1,1535,,,,,,,8.8,250,1303,5.2,320,1619,2.5,2164,-12.8,27,922,47.3,2.5,1017.2,1030.2,938,1026.5,1729,1028.3,11.4,9.3,1200,2.37,14.8,,,,,,1.5,1.5,.8,-9.9,-.6,.5,1.7,2.1,3,4.5,6,11.4,14.7,,2.1,,
108,2016-03-02,3.1,-2.2,33,8.1,1508,,,,,,,10.7,270,1539,7.1,270,1539,2.9,2479,-2.4,48,1501,67.9,5.2,1014.1,1027.6,42,1022.4,1652,1024.9,11.4,5.4,1300,1.59,8.08,,,,,,6.4,6.4,3.4,-5.1,2.4,1.8,2.1,2.1,3,4.6,6.1,11.4,14.7,,1.6,,
108,2016-03-03,8.1,4.4,1,13.9,1551,,,,,,,6.4,180,1029,4,160,1110,1.9,1619,1.6,43,1558,65.1,6.9,1013.2,1025.5,836,1021.8,1631,1023.7,11.5,5.4,1300,1.76,10.26,,,,,,5.6,5.6,7.2,.5,6.7,5.2,4.3,3.4,3.5,4.5,6.1,11.3,14.7,,1.8,,
108,2016-03-04,13.2,6.4,558,20.3,1525,1.03,,,,,.1,7.2,200,2035,4.3,110,616,2.7,2302,4.1,37,1129,55.3,8.4,1013.4,1025.1,2230,1021.8,1550,1023.7,11.5,9.8,1200,2.22,14.61,,,,,,5.3,4.6,11.1,4.8,10.3,7.9,6.4,5.1,4.7,4.7,6.1,11.3,14.6,,1.8,6.1,
108,2016-03-05,11.3,9.1,2355,13.5,1,10.87,,,,,40,11.6,320,1424,6,340,1430,2.6,2238,9.8,73,1145,91.3,12.1,1007.9,1024.5,9,1013.9,1413,1018.2,11.5,0,900,.25,1.16,,,,,,9.8,7.3,10.5,9.3,10.6,9.6,8.5,7.1,6.2,5,6.2,11.3,14.6,,4.5,34.2,
108,2016-03-06,7.9,4.3,718,12.9,1510,2.92,,,,,.2,8.9,90,1224,5.6,340,1020,2.8,2426,-3.9,16,1450,51,5,1009,1021,1033,1017.2,1,1019.5,11.6,8.8,1200,2.42,15.21,,,,,,2.4,2.1,10.1,1.8,9.4,9.2,8.8,7.7,7.3,5.5,6.2,11.2,14.5,,2.9,,3
108,2016-03-07,8.1,4.8,125,12.2,1638,.17,,,,,0,5.9,90,852,3.6,110,941,2,1690,-5.8,28,1613,36.9,4,1007.6,1020.1,1,1016.1,1445,1018,11.6,.8,1600,.62,4.36,,,,,,8,3.8,6.8,1.7,6.9,7,7.4,7.1,7.3,6,6.3,11.2,14.5,,1.3,0,
108,2016-03-08,2.7,-1.4,2351,7,1,,,,,,,9.4,340,2117,6.1,340,2117,3.1,2658,-10,19,1534,40.4,3,1012.3,1024.7,1010,1019.7,1,1023.1,11.7,2,1300,1.57,8.54,,,,,,8.5,1.8,5.1,-1.9,4.8,5.5,6.3,6.3,6.8,6.3,6.5,11.1,14.5,,2.2,,
108,2016-03-09,.3,-2.7,649,5.3,1514,,,,,,,9.3,320,1538,5.7,340,1406,3.5,3044,-13,18,1431,37.5,2.3,1013.2,1026.4,2357,1021.7,1355,1024.1,11.7,9.9,1200,2.51,17.09,,,,,,4.4,0,4.2,-3.9,3.4,4.3,5.2,5.3,6.1,6.4,6.8,11,14.4,,3.3,,
