지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
108,2015-01-22,3.1,.8,639,7.1,1414,,,,,,,4.7,50,2325,3.1,70,2353,1.5,1267,-3.9,47,1410,60.6,4.6,1008.6,1020.8,2341,1018.2,1509,1019.3,10,1.6,1300,.88,5.51,,,,,,5.1,4.9,1.2,-5.7,.5,-.1,0,.3,2.5,4.7,6.6,13.6,16.5,,.6,,
108,2015-01-23,1.2,-1.6,721,4.9,1631,,,,,,,7.6,270,1616,5.2,230,1604,2.6,2246,-4.3,46,1639,66.4,4.5,1011.5,1023.7,2319,1020.8,1,1022.4,10,6.7,1100,1.28,6.88,,,,,,3.4,3.4,.5,-5.8,.3,-.1,0,.3,2.5,4.7,6.5,13.5,16.5,,.5,,
108,2015-01-24,3.7,.8,731,8.4,1440,,,,,,,6.5,270,1446,4.4,290,1238,1.8,1597,-2.8,46,1408,62.9,5,1015.2,1027.9,2350,1023.6,39,1026,10.1,7.2,1100,1.5,8.35,,,,,,6.3,4.6,2.1,-4.3,.7,0,0,.4,2.4,4.6,6.5,13.4,16.4,,1,,
108,2015-01-25,3,1.1,719,5,1331,10.45,,,,,3,7.6,70,1730,5.2,70,1909,3.5,2990,-.6,53,1317,78.4,6,1013.1,1028.1,12,1020.4,2359,1023.9,10.1,0,1100,.43,2.08,,,,,,9.5,4.9,.7,-1.4,.6,0,.1,.4,2.4,4.6,6.4,13.4,16.4,,.1,3.5,
108,2015-01-26,3.6,.2,2212,6.5,1628,6.33,,,,,.5,8.3,270,1900,6.1,270,1907,2.6,2230,1.6,64,1658,87.5,7,1009.4,1022.2,2351,1018.5,1418,1020,10.1,1.1,1600,.48,3.06,,,,,,8.4,7,2.4,-1.2,1.4,0,.1,.4,2.4,4.6,6.4,13.4,16.4,,.9,,2.25
108,2015-01-27,-3.6,-7.4,2353,.5,1,,,,,,,9.3,270,2016,6.2,270,115,3.7,3187,-11.5,35,1439,55.4,2.6,1014.3,1027.9,2336,1022.1,2,1025.3,10.2,9.4,1200,1.93,11.85,,,,,,1.1,.4,1,-8.7,-.1,-.1,.2,.5,2.4,4.6,6.4,13.3,16.4,,1.5,,
108,2015-01-28,-4.1,-9.1,750,2.7,1452,,,,,,,7.7,320,444,5,320,449,2.3,2019,-13.3,32,1439,49.3,2.3,1018.4,1031.2,928,1027.7,5,1029.5,10.2,8.9,1200,1.76,10.98,,,,,,1.6,.5,-.6,-11.7,-1.1,-.2,.2,.5,2.3,4.6,6.3,13.2,16.3,,1,,
108,2015-01-29,-1.1,-4.6,122,3,1502,,,,,,,7.5,290,2238,5,270,2238,2.3,1975,-8.7,46,1332,56.4,3.2,1016.1,1030.5,259,1024.8,1648,1027,10.2,0,1300,.79,4.09,,,,,,9.3,5.9,-.5,-8.6,-.5,-.3,.2,.5,2.3,4.5,6.2,13.1,16.2,,1.4,,
108,2015-01-30,-3.3,-7,2319,.8,1353,,,,,,,11.6,290,2016,7.1,320,1950,3.8,3288,-12.1,31,1530,51.8,2.5,1015.4,1030,2350,1024.1,621,1026.4,10.3,9,1300,1.8,10.69,,,,,,3.3,2.4,-.4,-9.6,-1,-.3,.3,.5,2.3,4.5,6.3,13.1,16.2,,2,,
108,2015-01-31,-4.5,-8.5,601,.8,1536,,,,,,,6.3,270,2130,4.5,270,2135,2.6,2210,-14.5,31,1315,46.4,2,1021.2,1034.5,2254,1029.9,39,1032.4,10.3,9.7,1200,1.93,12.07,,,,,,0,0,-1.2,-12.3,-2,-.9,.1,.5,2.3,4.5,6.3,13.1,16.2,,1.8,,
108,2015-02-01,-3,-8.2,741,3.6,1402,,,,,,,6.3,230,1504,4.3,230,1537,1.9,1599,-13.8,23,1357,44.9,2.1,1022.2,1035.3,848,1031.4,1435,1033.3,10.3,9.7,1200,1.98,12.34,,,,,,.3,0,-.5,-13,-1.6,-1,0,.4,2.3,4.5,6.3,13,16.2,,1.8,,
108,2015-02-02,-.6,-5.3,647,6.4,1542,,,,,,,5.7,320,1907,3.7,270,1927,1.5,1290,-11,24,1700,47.3,2.7,1020.9,1033.5,944,1029.9,1615,1031.9,10.3,7.6,1200,1.79,10.21,,,,,,2.4,0,.4,-11,-1,-.7,0,.4,2.3,4.4,6.2,12.9,16.1,,1.4,,
108,2015-02-03,.6,-3.5,607,7.2,1449,,,,,,,6.3,290,1655,4.3,270,1646,2.1,1772,-8.1,27,1248,54.5,3.4,1018,1031.6,706,1026.5,2353,1028.9,10.4,9.1,1300,1.68,10.3,,,,,,3.9,0,.8,-10.1,-.5,-.4,0,.4,2.2,4.3,6.1,12.8,16.1,,1.3,,
108,2015-02-04,.4,-3.1,559,5.8,1444,,,,,,,8.5,320,2308,5.1,340,2316,2,1770,-6.2,25,1457,64.5,3.9,1012.1,1026.5,1,1020.2,1548,1023,10.4,7.9,1300,1.63,9.31,,,,,,3.4,1.3,1.1,-10.4,-.2,-.3,0,.4,2.3,4.4,6.1,12.8,16,,1.6,,
108,2015-02-05,-.1,-3.8,752,4.8,1421,,,,,,,8.2,250,1521,5.7,250,1552,3,2550,-7.7,38,1451,57.1,3.4,1012.7,1025.9,2349,1021.8,25,1023.6,10.5,9,1200,1.68,10.43,,,,,,0,0,1.2,-7.5,-.1,-.3,.1,.4,2.2,4.3,6,12.7,15.9,,1.2,,
108,2015-02-06,.4,-4.3,708,6.5,1449,,,,,,,8.7,200,1517,4.9,230,1522,2.2,1930,-7.3,33,1329,57.3,3.6,1014.9,1027,1037,1024.5,1543,1025.8,10.5,9.5,1200,1.86,11.5,,,,,,2.1,.3,1.4,-10.9,-.3,-.3,.1,.4,2.2,4.3,6,12.7,15.9,,1.5,,
108,2015-02-07,1.2,-2.7,2357,5.7,1431,,,,,,,10.5,270,2342,7,270,2238,2.6,2275,-4.7,42,1431,65.3,4.4,1010.4,1025.7,1,1019.1,1932,1021.2,10.5,4.1,1200,1.15,6.2,,,,,,6.5,4.8,1,-6.9,.4,-.1,.1,.4,2.2,4.2,5.9,12.5,15.8,,1.9,,
108,2015-02-08,-9.8,-11.9,748,-2.8,1,,,,,,,14.5,270,416,8,290,434,5.3,4620,-22.8,23,1357,34.1,1,1016,1030.9,2226,1020.5,1,1027.3,10.6,9.7,1200,2.01,12.92,,,,,,0,0,-2.8,-13.3,-2.7,-1,.1,.4,2.2,4.2,6,12.6,15.9,,1.7,,
108,2015-02-09,-5.7,-13,601,-.1,1616,3.83,,,,,.2,12.2,200,1416,7.6,250,1416,3.1,2671,-13.9,25,1035,54.6,2.5,1015.9,1031.9,755,1022.6,2355,1027,10.6,7.3,1100,1.79,10.34,.3,1800,.3,1800,.3,3.4,3.4,-3.2,-16.4,-2.9,-1.7,-.5,.2,2.2,4.3,5.9,12.5,15.8,,1.2,.2,
108,2015-02-10,1.7,-2,34,5.8,1445,,,,,,,11.9,250,1218,6.3,270,1346,2.8,2379,-3.5,51,1443,69,4.7,1006.8,1022.6,1,1014.7,1654,1017.5,10.6,5,1000,.9,5.88,,,.2,1,,4.6,4.5,.5,-8.9,-.3,-.5,-.1,.2,2.1,4.2,5.8,12.4,15.7,,1,,
108,2015-02-11,2.7,-.8,2359,8,1436,,,,,,,7.3,250,1459,5,250,1531,2.5,2185,-5.5,21,1429,60.3,4.3,1002.6,1015.6,6,1011.3,1710,1013.3,10.7,8,1200,1.87,11.1,,,,,,5,3,2.5,-4.3,.8,-.1,0,.2,2.1,4.1,5.8,12.3,15.6,,2.1,,
108,2015-02-12,-2.2,-4.7,750,1.6,1526,,,,,,,13.4,290,1642,8.1,290,1651,4.2,3620,-15.5,17,1556,36.8,1.9,1004.1,1018.9,2345,1012.2,418,1015,10.7,9.7,1200,2.11,13.4,,,,,,0,0,.7,-6.6,-.6,-.3,0,.3,2.2,4.2,5.8,12.4,15.7,,2.4,,
108,2015-02-13,-1.6,-6.4,736,4,1448,,,,,,,11.1,270,1529,6.6,290,1341,3.1,2713,-12.1,24,1331,46.4,2.5,1009.2,1022.2,2201,1018.7,1453,1020.1,10.7,9.8,1200,2.09,13.33,,,,,,0,0,.6,-10.7,-1.2,-.6,0,.3,2.2,3.9,5.9,12.3,15.7,,1.7,,
108,2015-02-14,2,-3.1,435,6.6,1719,,,,,,,8.6,250,1656,5.2,230,1703,2.2,1859,-2.5,58,1142,72.9,5.3,1010.4,1022.3,2357,1019.5,1629,1021.1,10.8,.3,1200,.59,3.13,,,,,,6.5,6.3,-.1,-10.3,-.1,-.3,0,.3,2.1,4.1,5.7,12.2,15.5,,.9,,
108,2015-02-15,7.9,3.2,747,13,1455,,,,,,,8.3,50,2239,5.1,70,2112,2.9,2543,.4,38,1632,61.6,6.3,1009.6,1022.7,237,1017.9,1809,1020.2,10.8,7.3,1200,1.79,10.41,,,,,,8.3,4,4.6,-2.4,2.7,.1,.1,.4,2.1,3.5,5.8,12.2,15.6,,1.1,2,
108,2015-02-16,5,4.1,2400,7.9,1,23.5,,,,,10.5,8.1,70,354,5.8,70,403,3.5,3008,3.7,54,1,91.9,8,1003.8,1018.7,20,1012,1509,1014.4,10.9,0,1000,.25,1.41,,,,,,10,7,3.2,3.8,2.3,.2,,.3,2.1,4.1,5.6,12.1,15.4,,.2,9,
108,2015-02-17,1.9,.5,2358,4.1,1,4.58,,,,,.5,9.5,290,654,5.4,290,700,3.5,2992,-1.5,59,1224,78.5,5.5,1005.8,1019.8,2352,1013.1,1,1016.5,10.9,2.4,1200,.89,4.86,,,,,,9.4,8,1.8,-.8,1.5,.3,.2,.5,2,4,5.6,12,15.4,,1,0,
108,2015-02-18,.8,-1.5,640,3.3,1238,.75,,,,,0,6.6,320,122,4.2,270,117,2.5,2194,-3.7,59,1226,72,4.6,1010.7,1023.7,2357,1019.8,1,1021.5,10.9,1.6,1100,1.44,5.48,,,,,,7,6.6,1.1,-6.2,.9,.5,.6,.9,2,4,5.5,11.9,15.4,,1.1,0,
108,2015-02-19,2.2,-2.7,651,8.6,1522,,,,,,,6.8,290,1901,5,290,1850,1.6,1366,-3.7,35,1515,67.1,4.7,1016.1,1028.3,1054,1023.7,1,1026.9,11,8.9,1200,2.09,11.93,,,,,,1.4,.6,3,-8.8,1.8,1.4,1.5,1.3,2.1,4,5.6,12,15.4,,1.3,,
108,2015-02-20,5.2,-1.3,651,11.4,1524,,,,,,,5.6,70,947,3.3,50,954,2,1749,-3.7,31,1455,55.3,4.6,1015.4,1028.5,246,1023.3,2345,1026.1,11,7.2,1400,1.66,11.33,,,,,,5.1,1.9,4.7,-7,3.8,2.7,2.4,1.8,2.2,3.9,5.6,11.9,15.3,,1.7,0,
108,2015-02-21,5.7,4.8,1443,6.7,1,16.25,,,,,8,8.5,70,1558,5.6,70,1432,3.4,2945,1.8,47,155,79,7.2,1007.3,1023.3,1,1014,2359,1017.9,11,0,1500,.48,2.74,,,,,,9.8,7.4,4.7,4.2,4.6,3.9,3.6,2.9,2.8,4,5.5,11.8,15.3,,.2,10.5,
108,2015-02-22,3.5,-.7,2355,7,432,7.08,,,,,2.5,12.6,230,1329,7.3,250,1553,4.1,3549,-.3,52,1348,78,6.3,1006.2,1021.1,2332,1013.2,606,1016.8,11.1,4.4,1500,1.46,7.29,,,,,,6.3,6.3,5.3,-1.7,4.9,4.7,4.5,3.7,3.4,4.1,5.5,11.7,15.2,,2.6,,6.42
108,2015-02-23,.9,-2.4,720,5.9,1442,,,,,,,8,290,1514,5.1,250,1555,3,2551,-6.1,34,1403,60.4,3.9,1009.7,1022.9,935,1019,1615,1020.5,11.1,8,1300,2.01,12.64,,,,,,2.9,2.5,3.6,-4.3,2.7,2.9,3.3,3.3,3.7,4.2,5.5,11.7,15.2,,1.9,,
108,2015-02-24,2.1,-1.1,411,7.5,1519,,,,,,,6.7,270,1320,4.3,250,2115,2.3,1996,-5.3,35,1602,60,4.1,1008.6,1020.7,2150,1017.5,1658,1019.4,11.2,9.3,1200,2.29,13.75,,,,,,2.9,1.9,4,-3.9,3,3.2,3.4,3.2,3.8,4.4,5.6,11.7,15.1,,2.1,,
108,2015-02-25,5.4,.2,424,12.5,1406,2.17,,,,,.5,10.4,250,2219,6.2,230,2225,2.9,2517,-6,22,1404,48.6,4.1,1007.7,1021.2,826,1014.7,1606,1018.3,11.2,5.8,1300,2.08,11.32,,,,,,7.8,4.6,4.9,-3.3,4.6,4.1,4,3.5,4,4.6,5.6,11.6,15.2,,2,1,
108,2015-02-26,1.2,-3.5,2313,4.7,138,.92,,,,,.5,13.2,270,1104,8.5,270,1104,4.9,4240,-7.1,30,1540,56.9,4,1008.9,1024.4,2220,1016,258,1019.6,11.2,9.1,1200,2.19,12.37,,,,,,4.6,4,5.2,-4.7,4.4,4.5,4.7,4.2,4.4,4.6,5.6,11.5,15,,2.9,,
108,2015-02-27,-1.3,-5.6,701,4.8,1601,,,,,,,10.6,290,159,6.8,290,818,3.2,2746,-14.8,22,1438,35.6,2,1017,1030.5,2400,1024.5,1,1028,11.3,9.3,1200,2.37,15.22,,,,,,2.4,1.1,2.8,-6.9,.6,1.9,2.9,3.4,4.4,4.9,5.8,11.5,15,,2.1,,
108,2015-02-28,2.7,-2,326,6.4,1622,,,,,,,6.4,90,1031,3.9,70,119,2,1738,-9.6,29,1151,40.5,3,1015.8,1030.6,202,1021.8,2344,1026.6,11.3,0,1300,.98,5.9,,,,,,8.6,5.3,2.2,-7.5,2.2,2.2,2.7,2.9,4.1,4.9,5.8,11.4,14.9,,1.3,0,
108,2015-03-01,2.4,-.2,2356,5.9,1436,2.82,,,,,0,12,230,1247,7.1,250,1252,3.7,3232,-5.4,41,24,56.8,4.1,1009,1021.9,2313,1017.4,1430,1019.8,11.3,5.5,1200,1.62,9.47,,,,,,6.1,4.3,3.4,-4.6,3.5,3.4,3.6,3.3,4.2,5,5.9,11.4,14.9,,1.5,,
108,2015-03-02,3.9,-1.9,634,9.7,1523,,,,,,,9,230,1634,6.1,230,1337,2.8,2434,-8.1,23,1630,43.5,3.3,1008.5,1021.9,132,1016.6,2306,1019.2,11.4,10.3,1200,2.32,15.5,,,,,,1.6,.1,4.2,-8,3.5,3.4,3.7,3.5,4.4,5.2,6.1,11.5,15,,2.4,1.5,
108,2015-03-03,2.8,-1.3,2357,6.7,1259,9.33,,,,,5.5,12.2,270,2027,7.4,290,2347,3.4,2898,-3,24,54,69.5,5.2,1002.4,1017.1,122,1009.4,1653,1013.1,11.4,0,1200,1.11,4.6,,,,,,9.4,6.9,2.9,-2,3.4,3.8,4,3.8,4.5,5.1,6,11.3,14.8,,1.5,4,
108,2015-03-04,-2.1,-4.6,657,1.4,1429,,,,,,,15.3,250,1229,9.1,270,1232,5.3,4576,-13.1,29,1339,43.4,2.3,1010.9,1027.2,2334,1015.4,1,1021.8,11.5,10.8,1200,2.55,16.79,,,,,,.8,.8,2.6,-6.2,1.1,2.2,3.1,3.4,4.6,5.1,6.2,11.4,14.9,,2.3,,
108,2015-03-05,-.3,-5.4,721,5.5,1542,,,,,,,6.5,340,321,4,340,327,1.9,1624,-12.7,20,1447,41.1,2.3,1016,1028.7,938,1025.3,1730,1027,11.5,8.6,1300,2,12.96,,,,,,3.9,0,2.8,-11.1,.6,1.5,2.5,2.9,4.4,5.4,6.3,11.4,14.9,,1.9,,
108,2015-03-06,2.9,-3.2,510,10.4,1533,,,,,,,8,270,1627,4.4,250,1353,2.3,2020,-10.8,15,1702,37.8,2.7,1013.4,1026.5,153,1021.7,1639,1024.1,11.5,10.9,1200,2.34,16.17,,,,,,.5,0,4.1,-9.2,2.8,2.7,2.9,2.9,4.2,5.4,6.3,11.3,14.8,,2.6,,
108,2015-03-07,4.2,-2.3,658,11,1415,,,,,,,8.3,250,1438,5.3,270,1441,2.3,1950,-7.6,21,1318,45.5,3.5,1013.3,1025.9,2242,1022.1,1437,1024,11.6,10.6,1200,2.36,16,,,,,,0,0,4.8,-8,3.9,3.6,3.7,3.4,4.4,5.4,6.4,11.3,14.9,,2.4,,
108,2015-03-08,7.7,.4,642,15.1,1537,,,,,,,6.6,290,1657,4.4,290,1703,1.8,1594,-5.3,20,1500,42.5,4.1,1012,1026.1,36,1019.7,2244,1022.5,11.6,8.2,1200,2.18,13.63,,,,,,3.8,.6,6.2,-6.1,5.5,4.9,4.7,4,4.7,5.4,6.3,11.3,14.7,,2.7,,
108,2015-03-09,2.2,-5.4,2346,8.2,1,,,,,,,15.3,270,1257,9.1,270,2051,5.4,4686,-9.2,21,1400,43.4,3.4,1010,1024.7,2331,1018,527,1020.8,11.7,9.4,1200,2.5,15.27,,,,,,4,2.4,5.6,-6.2,5.1,5.6,5.7,5,5.2,5.4,6.3,11.2,14.7,,3.2,,
108,2015-03-10,-3.4,-6.9,632,1,1601,,,,,,,15.1,250,1353,9.1,290,1223,5.9,5067,-18.5,19,1441,30.6,1.4,1013.9,1027.1,849,1022.5,1738,1024.9,11.7,11,1200,2.62,18.52,,,,,,0,0,1.9,-7.8,-.1,1.8,3.3,3.9,5.2,5.7,6.4,11.2,14.6,,2.8,,
108,2015-03-11,.4,-5.1,610,7.5,1534,,,,,,,16.3,250,1443,8.7,250,1451,4.5,3905,-10.3,24,1827,45.1,2.9,1009.3,1024.9,35,1014.8,1546,1020.1,11.8,10,1400,2.05,12.06,,,,,,1.4,1.4,2,-11.4,.6,1.4,2.5,3.1,4.7,,6.6,11.2,14.6,,3,,
