년,월,일,최대전력(MW)
2011,11,16,61292
2011,11,15,62550
2011,11,14,62271
2011,11,13,52104
2011,11,12,54054
2011,11,11,60197
2011,11,10,61125
2011,11,9,60409
2011,11,8,61174
2011,11,7,60708
2011,11,6,51533
2011,11,5,54200
2011,11,4,60326
2011,11,3,60915
2011,11,2,60192
2011,11,1,60289
2011,10,31,60913
2011,10,30,51704
2011,10,29,55053
2011,10,28,60753
2011,10,27,61921
2011,10,26,61599
2011,10,25,62575
2011,10,24,61578
2011,10,23,51428
2011,10,22,54621
2011,10,21,60554
2011,10,20,61343
2011,10,19,60644
2011,10,18,61448
2011,10,17,61107
2011,10,16,50957
2011,10,15,53962
2011,10,14,60044
2011,10,13,60907
2011,10,12,60476
2011,10,11,60691
2011,10,10,60712
2011,10,9,50842
2011,10,8,53737
2011,10,7,59674
2011,10,6,60086
2011,10,5,59182
2011,10,4,59282
2011,10,3,53024
2011,10,2,49454
2011,10,1,52404
2011,9,30,57516
2011,9,29,60274
2011,9,28,59963
2011,9,27,61003
2011,9,26,60018
2011,9,25,51479
2011,9,24,54366
2011,9,23,59500
2011,9,22,59707
2011,9,21,58737
2011,9,20,59172
2011,9,19,59227
2011,9,18,52738
2011,9,17,62936
2011,9,16,67405
2011,9,15,67281
2011,9,14,58754
2011,9,13,48043
2011,9,12,42993
2011,9,11,45021
2011,9,10,51803
2011,9,9,62293
2011,9,8,64524
2011,9,7,64990
2011,9,6,66278
2011,9,5,66594
2011,9,4,54861
2011,9,3,61977
2011,9,2,71061
2011,9,1,70529
2011,8,31,72194
2011,8,30,71745
2011,8,29,70767
2011,8,28,56941
2011,8,27,60944
2011,8,26,66226
2011,8,25,65285
2011,8,24,63959
2011,8,23,63587
2011,8,22,64261
2011,8,21,53116
2011,8,20,57322
2011,8,19,65828
2011,8,18,67527
2011,8,17,67645
2011,8,16,68649
2011,8,15,59826
2011,8,14,55352
2011,8,13,60927
2011,8,12,68112
2011,8,11,69587
2011,8,10,67776
2011,8,9,67523
2011,8,8,66784
2011,8,7,57003
2011,8,6,61767
2011,8,5,67951
2011,8,4,65124
2011,8,3,61244
2011,8,2,59306
2011,8,1,57942
2011,7,31,54326
2011,7,30,58439
2011,7,29,68307
2011,7,28,67942
2011,7,27,67464
2011,7,26,68964
2011,7,25,67965
2011,7,24,55435
2011,7,23,61339
2011,7,22,66105
2011,7,21,69173
2011,7,20,70350
2011,7,19,71393
2011,7,18,70956
2011,7,17,56518
2011,7,16,61028
2011,7,15,67140
2011,7,14,66480
2011,7,13,66087
2011,7,12,65237
2011,7,11,64240
2011,7,10,53593
2011,7,9,58040
2011,7,8,64283
2011,7,7,64622
2011,7,6,65060
2011,7,5,66128
2011,7,4,64946
2011,7,3,53332
2011,7,2,59613
2011,7,1,66358
2011,6,30,65497
2011,6,29,64414
2011,6,28,64249
2011,6,27,60942
2011,6,26,50607
2011,6,25,56412
2011,6,24,63144
2011,6,23,65856
2011,6,22,64846
2011,6,21,66254
2011,6,20,66872
2011,6,19,52965
2011,6,18,57953
2011,6,17,63935
2011,6,16,64211
2011,6,15,63471
2011,6,14,62196
2011,6,13,61587
2011,6,12,51047
2011,6,11,56286
2011,6,10,61087
2011,6,9,60058
2011,6,8,61512
2011,6,7,60236
2011,6,6,53077
2011,6,5,49207
2011,6,4,53800
2011,6,3,58448
2011,6,2,58797
2011,6,1,57787
2011,5,31,58616
2011,5,30,59330
2011,5,29,50249
2011,5,28,53420
2011,5,27,58006
2011,5,26,58444
2011,5,25,58637
2011,5,24,58142
2011,5,23,57395
2011,5,22,49822
2011,5,21,54227
2011,5,20,59355
2011,5,19,58085
2011,5,18,57557
2011,5,17,56867
2011,5,16,56752
2011,5,15,49085
2011,5,14,52212
2011,5,13,56468
2011,5,12,57456
2011,5,11,58162
2011,5,10,54245
2011,5,9,57426
2011,5,8,48844
2011,5,7,53135
2011,5,6,56584
2011,5,5,53773
2011,5,4,57261
2011,5,3,57474
2011,5,2,56616
2011,5,1,49708
2011,4,30,53761
2011,4,29,57543
2011,4,28,58727
2011,4,27,58652
2011,4,26,60417
2011,4,25,58468
2011,4,24,51836
2011,4,23,54022
2011,4,22,60413
2011,4,21,58567
2011,4,20,57945
2011,4,19,59288
2011,4,18,60491
2011,4,17,51060
2011,4,16,53422
2011,4,15,58213
2011,4,14,58387
2011,4,13,58167
2011,4,12,58278
2011,4,11,59317
2011,4,10,51540
2011,4,9,54158
2011,4,8,58990
2011,4,7,61400
2011,4,6,59749
2011,4,5,59513
2011,4,4,60148
2011,4,3,52487
2011,4,2,55482
2011,4,1,59252
2011,3,31,60600
2011,3,30,61571
2011,3,29,63256
2011,3,28,62884
2011,3,27,53874
2011,3,26,57412
2011,3,25,64447
2011,3,24,63658
2011,3,23,64073
2011,3,22,63654
2011,3,21,61855
2011,3,20,53881
2011,3,19,57109
2011,3,18,64124
2011,3,17,65740
2011,3,16,65532
2011,3,15,64101
2011,3,14,62730
2011,3,13,53341
2011,3,12,57908
2011,3,11,64038
2011,3,10,66221
2011,3,9,65762
2011,3,8,65497
2011,3,7,65700
2011,3,6,55736
2011,3,5,61100
2011,3,4,67320
2011,3,3,67310
2011,3,2,66746
2011,3,1,60454
2011,2,28,65290
2011,2,27,55444
2011,2,26,58402
2011,2,25,64032
2011,2,24,63250
2011,2,23,64759
2011,2,22,64954
2011,2,21,65622
2011,2,20,57482
2011,2,19,61327
2011,2,18,67796
2011,2,17,68750
2011,2,16,69763
2011,2,15,69913
2011,2,14,71002
2011,2,13,60087
2011,2,12,63786
2011,2,11,69597
2011,2,10,70087
2011,2,9,67876
2011,2,8,68791
2011,2,7,68498
2011,2,6,57142
2011,2,5,55570
2011,2,4,52817
2011,2,3,50796
2011,2,2,58340
2011,2,1,67396
2011,1,31,71555
2011,1,30,64028
2011,1,29,66813
2011,1,28,72274
2011,1,27,73014
2011,1,26,72292
2011,1,25,72344
2011,1,24,71913
2011,1,23,62263
2011,1,22,65505
2011,1,21,71910
2011,1,20,71918
2011,1,19,72223
2011,1,18,72433
2011,1,17,73137
2011,1,16,64446
2011,1,15,66923
2011,1,14,71569
2011,1,13,71783
2011,1,12,71785
2011,1,11,71687
2011,1,10,71840
2011,1,9,61861
2011,1,8,65100
2011,1,7,71423
2011,1,6,71285
2011,1,5,70073
2011,1,4,70869
2011,1,3,70868
2011,1,2,59173
2011,1,1,59796
