년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2016,10,24,103068,78892,65420,13472,20.6,2016/10/24(19:00)
2016,10,23,103068,67737,54151,13586,25.1,2016/10/23(20:00)
2016,10,22,103068,68353,57118,11235,19.7,2016/10/22(11:00)
2016,10,21,103068,76471,64898,11573,17.8,2016/10/21(15:00)
2016,10,20,103068,77231,66271,10960,16.5,2016/10/20(19:00)
2016,10,19,103068,75887,65157,10730,16.5,2016/10/19(19:00)
2016,10,18,103068,76148,66241,9907,15,2016/10/18(19:00)
2016,10,17,103068,76480,65430,11050,16.9,2016/10/17(19:00)
2016,10,16,103068,66094,54441,11653,21.4,2016/10/16(19:00)
2016,10,15,103068,67045,56484,10561,18.7,2016/10/15(19:00)
2016,10,14,103068,76826,64400,12426,19.3,2016/10/14(19:00)
2016,10,13,103068,76509,65420,11089,17,2016/10/13(19:00)
2016,10,12,102018,75340,64249,11091,17.3,2016/10/12(19:00)
2016,10,11,102018,77312,65143,12169,18.7,2016/10/11(19:00)
2016,10,10,102018,77874,64320,13554,21.1,2016/10/10(19:00)
2016,10,09,102018,66322,53219,13103,24.6,2016/10/09(20:00)
2016,10,08,102018,67494,58538,8956,15.3,2016/10/08(01:00)
2016,10,07,102018,77361,66082,11279,17.1,2016/10/07(17:00)
2016,10,06,102018,77712,65864,11848,18,2016/10/06(17:00)
2016,10,05,102018,77328,66398,10930,16.5,2016/10/05(17:00)
2016,10,04,102018,77549,68076,9473,13.9,2016/10/04(17:00)
2016,10,03,102018,72367,59881,12486,20.9,2016/10/03(20:00)
2016,10,02,102018,69881,54396,15485,28.5,2016/10/02(20:00)
2016,10,01,102018,68617,57724,10893,18.9,2016/10/01(11:00)
2016,09,30,102018,81194,65346,15848,24.3,2016/09/30(15:00)
2016,09,29,101025,80189,66486,13703,20.6,2016/09/29(15:00)
2016,09,28,101025,80198,68539,11659,17,2016/09/28(15:00)
2016,09,27,101025,80158,69576,10582,15.2,2016/09/27(15:00)
2016,09,26,101025,80789,68737,12052,17.5,2016/09/26(17:00)
2016,09,25,101025,70298,55864,14434,25.8,2016/09/25(20:00)
2016,09,24,101025,70343,59413,10930,18.4,2016/09/24(15:00)
2016,09,23,101025,81421,67087,14334,21.4,2016/09/23(17:00)
2016,09,22,101025,81501,66526,14975,22.5,2016/09/22(17:00)
2016,09,21,101025,83811,65243,18568,28.5,2016/09/21(17:00)
2016,09,20,101025,84287,65571,18716,28.5,2016/09/20(17:00)
2016,09,19,101025,84281,66807,17474,26.2,2016/09/19(15:00)
2016,09,18,101025,72246,55063,17183,31.2,2016/09/18(20:00)
2016,09,17,101025,69461,52183,17278,33.1,2016/09/17(20:00)
2016,09,16,101025,70906,51254,19652,38.3,2016/09/16(20:00)
2016,09,15,101025,71121,48036,23085,48.1,2016/09/15(20:00)
2016,09,14,101025,71163,50931,20232,39.7,2016/09/14(20:00)
2016,09,13,101025,84097,67051,17046,25.4,2016/09/13(15:00)
2016,09,12,101025,87436,70245,17191,24.5,2016/09/12(15:00)
2016,09,11,101025,76541,59361,17180,28.9,2016/09/11(20:00)
2016,09,10,101025,75753,64267,11486,17.9,2016/09/10(15:00)
2016,09,09,101025,85078,72942,12136,16.6,2016/09/09(15:00)
2016,09,08,101025,85869,72779,13090,18,2016/09/08(15:00)
2016,09,07,101025,85422,74096,11326,15.3,2016/09/07(15:00)
2016,09,06,101025,85469,74763,10706,14.3,2016/09/06(15:00)
2016,09,05,101025,85109,75299,9810,13,2016/09/05(17:00)
2016,09,04,101025,73267,59979,13288,22.2,2016/09/04(20:00)
2016,09,03,101025,75346,62793,12553,20,2016/09/03(15:00)
2016,09,02,101025,88668,70674,17994,25.5,2016/09/02(15:00)
2016,09,01,101025,88838,72151,16687,23.1,2016/09/01(15:00)
2016,08,31,101025,90561,66093,24468,37,2016/08/31(17:00)
2016,08,30,100670,91280,66987,24293,36.3,2016/08/30(17:00)
2016,08,29,100670,91348,67384,24480,36.6,2016/08/29(17:00)
2016,08,28,100670,79409,55005,24404,44.4,2016/08/28(20:00)
2016,08,27,100670,80851,61325,19526,31.8,2016/08/27(15:00)
2016,08,26,100670,90970,71673,19297,26.9,2016/08/26(11:00)
2016,08,25,100670,90720,81780,8940,10.9,2016/08/25(15:00)
2016,08,24,100670,90720,81362,9358,11.5,2016/08/24(17:00)
2016,08,23,100670,90449,82564,7885,9.6,2016/08/23(15:00)
2016,08,22,100670,90425,83731,6694,8,2016/08/22(17:00)
2016,08,21,100180,79171,67470,11701,17.3,2016/08/21(20:00)
2016,08,20,100180,84910,72886,12024,16.5,2016/08/20(15:00)
2016,08,19,100180,91151,82770,8381,10.1,2016/08/19(15:00)
2016,08,18,100180,91084,83742,7342,8.8,2016/08/18(15:00)
2016,08,17,100180,91009,83296,7713,9.3,2016/08/17(15:00)
2016,08,16,100180,90967,83068,7899,9.5,2016/08/16(17:00)
2016,08,15,100180,83695,71947,11748,16.3,2016/08/15(15:00)
2016,08,14,100180,80544,67993,12551,18.5,2016/08/14(21:00)
2016,08,13,100180,83300,74429,8871,11.9,2016/08/13(15:00)
2016,08,12,100180,92395,85183,7212,8.5,2016/08/12(17:00)
2016,08,11,100180,91680,84974,6706,7.9,2016/08/11(17:00)
2016,08,10,100180,92386,83123,9263,11.1,2016/08/10(17:00)
2016,08,09,100180,91440,82724,8716,10.5,2016/08/09(15:00)
2016,08,08,100180,89608,83700,5908,7.1,2016/08/08(15:00)
2016,08,07,100180,76815,67510,9305,13.8,2016/08/07(21:00)
2016,08,06,100180,81236,71602,9634,13.5,2016/08/06(15:00)
2016,08,05,100180,88096,77573,10523,13.6,2016/08/05(15:00)
2016,08,04,100180,88410,75694,12716,16.8,2016/08/04(17:00)
2016,08,03,100180,88676,69613,19063,27.4,2016/08/03(15:00)
2016,08,02,100180,89826,68743,21083,30.7,2016/08/02(15:00)
2016,08,01,100180,89095,68944,20151,29.2,2016/08/01(15:00)
2016,07,31,100180,76193,64469,11724,18.2,2016/07/31(21:00)
2016,07,30,100180,77676,66669,11007,16.5,2016/07/30(15:00)
2016,07,29,100180,86712,76408,10304,13.5,2016/07/29(15:00)
2016,07,28,100180,89311,79547,9764,12.3,2016/07/28(15:00)
2016,07,27,100180,89712,80482,9230,11.5,2016/07/27(15:00)
2016,07,26,100180,88923,81110,7813,9.6,2016/07/26(15:00)
2016,07,25,100180,88990,80215,8775,10.9,2016/07/25(15:00)
2016,07,24,100180,76202,65790,10412,15.8,2016/07/24(21:00)
2016,07,23,100180,79141,69122,10019,14.5,2016/07/23(15:00)
2016,07,22,100180,88555,77815,10740,13.8,2016/07/22(17:00)
2016,07,21,100180,88526,76366,12160,15.9,2016/07/21(17:00)
2016,07,20,100180,88889,76667,12222,15.9,2016/07/20(15:00)
2016,07,19,100180,88635,75150,13485,17.9,2016/07/19(15:00)
2016,07,18,99878,89091,71810,17281,24.1,2016/07/18(17:00)
2016,07,17,99878,76339,57401,18938,33,2016/07/17(21:00)
2016,07,16,99878,78526,62859,15667,24.9,2016/07/16(12:00)
2016,07,15,99878,88032,74767,13265,17.7,2016/07/15(15:00)
2016,07,14,99878,87194,76203,10991,14.4,2016/07/14(15:00)
2016,07,13,99878,86944,76326,10618,13.9,2016/07/13(15:00)
2016,07,12,99878,86506,76630,9876,12.9,2016/07/12(15:00)
2016,07,11,99878,85481,78197,7284,9.3,2016/07/11(15:00)
2016,07,10,99878,73413,61203,12210,20,2016/07/10(21:00)
2016,07,09,99878,74830,66515,8315,12.5,2016/07/09(15:00)
2016,07,08,98948,84847,74997,9850,13.1,2016/07/08(15:00)
2016,07,07,98948,86068,73086,12982,17.8,2016/07/07(15:00)
2016,07,06,98948,86705,71949,14756,20.5,2016/07/06(15:00)
2016,07,05,98948,86753,72993,13760,18.9,2016/07/05(15:00)
2016,07,04,98948,85873,69487,16386,23.6,2016/07/04(15:00)
2016,07,03,98948,75199,56509,18690,33.1,2016/07/03(21:00)
2016,07,02,98948,75644,61952,13692,22.1,2016/07/02(12:00)
2016,07,01,98948,85533,72275,13258,18.3,2016/07/01(15:00)
2016,06,30,98948,83978,72528,11450,15.8,2016/06/30(15:00)
2016,06,29,98948,83457,71556,11901,16.6,2016/06/29(15:00)
2016,06,28,98948,83416,71431,11985,16.8,2016/06/28(15:00)
2016,06,27,98948,83934,70520,13414,19,2016/06/27(15:00)
2016,06,26,98948,71621,56370,15251,27.1,2016/06/26(21:00)
2016,06,25,98948,72876,59406,13470,22.7,2016/06/25(21:00)
2016,06,24,98948,82074,70325,11749,16.7,2016/06/24(15:00)
2016,06,23,98948,80956,72816,8140,11.2,2016/06/23(15:00)
2016,06,22,98948,82034,72340,9694,13.4,2016/06/22(15:00)
2016,06,21,98948,80966,72018,8948,12.4,2016/06/21(15:00)
2016,06,20,98948,80999,71333,9666,13.6,2016/06/20(15:00)
2016,06,19,98948,71404,57111,14293,25,2016/06/19(21:00)
2016,06,18,98948,70240,61326,8914,14.5,2016/06/18(15:00)
2016,06,17,98948,81941,69037,12904,18.7,2016/06/17(17:00)
2016,06,16,98948,81864,67964,13900,20.5,2016/06/16(15:00)
2016,06,15,98948,82117,68154,13963,20.5,2016/06/15(15:00)
2016,06,14,98948,80985,69628,11357,16.3,2016/06/14(15:00)
2016,06,13,98948,79589,69342,10247,14.8,2016/06/13(17:00)
2016,06,12,98948,70120,56360,13760,24.4,2016/06/12(21:00)
2016,06,11,98948,72076,61226,10850,17.7,2016/06/11(15:00)
2016,06,10,98948,79214,69908,9306,13.3,2016/06/10(15:00)
2016,06,09,98948,80280,68792,11488,16.7,2016/06/09(17:00)
2016,06,08,98948,80661,67384,13277,19.7,2016/06/08(15:00)
2016,06,07,98948,80807,66902,13905,20.8,2016/06/07(17:00)
2016,06,06,98948,72901,58231,14670,25.2,2016/06/06(15:00)
2016,06,05,98948,71323,54852,16471,30,2016/06/05(21:00)
2016,06,04,98948,71809,58332,13477,23.1,2016/06/04(12:00)
2016,06,03,98948,80650,67242,13408,19.9,2016/06/03(15:00)
2016,06,02,98948,80301,67243,13058,19.4,2016/06/02(17:00)
2016,06,01,98948,79870,66550,13320,20,2016/06/01(17:00)
2016,05,31,98948,80087,68011,12076,17.8,2016/05/31(15:00)
2016,05,30,98948,77432,67467,9965,14.8,2016/05/30(17:00)
2016,05,29,98948,71377,54762,16615,30.3,2016/05/29(21:00)
2016,05,28,98948,77748,66831,10917,16.3,2016/05/28(12:00)
2016,05,27,98948,77748,66831,10917,16.3,2016/05/27(15:00)
2016,05,26,98948,79616,66201,13415,20.3,2016/05/26(17:00)
2016,05,25,98948,78513,65014,13499,20.8,2016/05/25(17:00)
2016,05,24,98948,78445,65836,12609,19.2,2016/05/24(11:00)
2016,05,23,98948,78012,66919,11093,15.8,2016/05/23(17:00)
2016,05,22,98948,71452,54753,16699,30.5,2016/05/22(21:00)
2016,05,21,98948,72679,57439,15240,26.5,2016/05/21(21:00)
2016,05,20,98948,77682,66044,11638,17.6,2016/05/20(17:00)
2016,05,19,98948,77843,66331,11512,17.4,2016/05/19(17:00)
2016,05,18,98948,77528,64944,12584,19.4,2016/05/18(17:00)
2016,05,17,98948,77333,63763,13570,21.3,2016/05/17(17:00)
2016,05,16,98948,77734,62267,15467,24.8,2016/05/16(17:00)
2016,05,15,98948,73973,53811,20162,37.5,2016/05/15(21:00)
2016,05,14,98948,73290,55611,17679,31.8,2016/05/14(21:00)
2016,05,13,98948,79581,63059,16522,26.2,2016/05/13(17:00)
2016,05,12,98948,78180,63305,14875,23.5,2016/05/12(17:00)
2016,05,11,98948,78974,62605,16369,26.1,2016/05/11(17:00)
2016,05,10,98948,79158,64634,14524,22.5,2016/05/10(11:00)
2016,05,09,98948,77645,63579,14066,22.1,2016/05/09(17:00)
2016,05,08,98948,75249,52557,22692,43.2,2016/05/08(21:00)
2016,05,07,98948,75354,53034,22320,42.1,2016/05/07(21:00)
2016,05,06,98948,80494,57534,22960,39.9,2016/05/06(11:00)
2016,05,05,98948,78957,56793,22164,39,2016/05/05(21:00)
2016,05,04,98948,81780,60799,20981,34.5,2016/05/04(10:00)
2016,05,03,98948,81749,64682,17067,26.4,2016/05/03(11:00)
2016,05,02,98948,80915,63788,17127,26.8,2016/05/02(17:00)
2016,05,01,98948,75485,52528,22957,43.7,2016/05/01(21:00)
2016,04,30,98948,76444,54824,21620,39.4,2016/04/30(11:00)
2016,04,29,98948,80891,61635,19256,31.2,2016/04/29(11:00)
2016,04,28,98948,81850,62761,19089,30.4,2016/04/28(11:00)
2016,04,27,98948,81832,64566,17266,26.7,2016/04/27(15:00)
2016,04,26,98948,80954,63140,17814,28.2,2016/04/26(17:00)
2016,04,25,98948,81817,61770,20047,32.5,2016/04/25(20:00)
2016,04,24,98948,78123,53148,24975,47,2016/04/24(21:00)
2016,04,23,98948,78138,56709,21429,37.8,2016/04/23(11:00)
2016,04,22,98948,81163,62611,18552,29.6,2016/04/22(17:00)
2016,04,21,98948,81849,65489,16360,25,2016/04/21(11:00)
2016,04,20,98796,81465,63040,18425,29.2,2016/04/20(17:00)
2016,04,19,98796,82269,63025,19244,30.5,2016/04/19(20:00)
2016,04,18,98796,82442,63016,19426,30.8,2016/04/18(20:00)
2016,04,17,98796,76164,53629,22535,42,2016/04/17(21:00)
2016,04,16,98796,76726,56605,20121,35.3,2016/04/16(12:00)
2016,04,15,98796,84266,62730,21536,34.3,2016/04/15(10:00)
2016,04,14,98796,85256,61592,23664,38.4,2016/04/14(11:00)
2016,04,13,98796,85256,61592,23664,38.4,2016/04/13(11:00)
2016,04,12,98796,84871,63629,21242,33.4,2016/04/12(10:00)
2016,04,11,98796,84966,63842,21124,33.1,2016/04/11(20:00)
2016,04,10,98796,80722,53991,26731,49.5,2016/04/10(21:00)
2016,04,09,98796,79445,56897,22548,39.6,2016/04/09(11:00)
2016,04,08,98796,85758,64364,21394,33.2,2016/04/08(10:00)
2016,04,07,98796,86048,65765,20283,30.8,2016/04/07(10:00)
2016,04,06,98796,86168,63973,22195,34.7,2016/04/06(10:00)
2016,04,05,98796,85987,63821,22166,34.7,2016/04/05(10:00)
2016,04,04,98796,86308,64622,21686,33.6,2016/04/04(11:00)
2016,04,03,98796,80805,54758,26047,47.6,2016/04/03(23:00)
2016,04,02,98796,81090,56000,25090,44.8,2016/04/02(11:00)
2016,04,01,98796,89366,63321,26045,41.1,2016/04/01(10:00)
2016,03,31,98796,88016,65372,22644,34.6,2016/03/31(10:00)
2016,03,30,98796,88014,65286,22728,34.8,2016/03/30(10:00)
2016,03,29,98796,87122,66996,20126,30,2016/03/29(10:00)
2016,03,28,98796,87978,66453,21525,32.4,2016/03/28(10:00)
2016,03,27,98796,83309,56066,27243,48.6,2016/03/27(23:00)
2016,03,26,98796,86163,59204,26959,45.5,2016/03/26(01:00)
2016,03,25,98796,88950,67803,21147,31.2,2016/03/25(10:00)
2016,03,24,98796,88005,67411,20954,29.8,2016/03/24(10:00)
2016,03,23,98796,86797,66518,20279,30.5,2016/03/23(10:00)
2016,03,22,98796,86880,66468,20412,30.7,2016/03/22(10:00)
2016,03,21,98796,90330,65976,24354,36.9,2016/03/21(10:00)
2016,03,20,98796,85864,55692,30172,54.2,2016/03/20(23:00)
2016,03,19,98796,84259,59798,25461,43.3,2016/03/19(10:00)
2016,03,18,98796,88762,68855,19907,28.9,2016/03/18(10:00)
2016,03,17,98796,88762,68585,19591,28.6,2016/03/17(10:00)
2016,03,16,98796,85861,70048,15813,22.6,2016/03/16(10:00)
2016,03,15,98796,88001,71249,16752,23.5,2016/03/15(10:00)
2016,03,14,98796,85600,71811,13789,19.2,2016/03/14(10:00)
2016,03,13,98796,81728,58472,23256,39.8,2016/03/13(24:00)
2016,03,12,98796,80319,63026,17293,27.4,2016/03/12(11:00)
2016,03,11,98796,86383,73355,13028,17.8,2016/03/11(10:00)
2016,03,10,98796,84830,73534,11296,15.4,2016/03/10(10:00)
2016,03,09,98796,85282,73394,11888,16.2,2016/03/09(10:00)
2016,03,08,98796,84776,71496,13280,18.6,2016/03/08(11:00)
2016,03,07,98796,85296,68654,16642,24.2,2016/03/07(10:00)
2016,03,06,98796,80856,56541,24315,43,2016/03/06(23:00)
2016,03,05,98796,79847,61088,18759,30.7,2016/03/05(11:00)
2016,03,04,98796,83372,71181,12191,17.1,2016/03/04(10:00)
2016,03,03,98796,84410,73339,11071,15.1,2016/03/03(10:00)
2016,03,02,98796,85097,75697,9400,12.4,2016/03/02(10:00)
2016,03,01,98796,85747,65659,20088,30.6,2016/03/01(24:00)
2016,02,29,98796,87502,75081,12421,16.5,2016/02/29(11:00)
2016,02,28,98796,82820,60454,22366,37,2016/02/28(24:00)
2016,02,27,98190,85576,62835,22741,36.2,2016/02/27(11:00)
2016,02,26,98190,88805,74143,14662,19.8,2016/02/26(10:00)
2016,02,25,98190,89978,74692,15286,20.5,2016/02/25(10:00)
2016,02,24,98190,91005,74895,16110,21.5,2016/02/24(11:00)
2016,02,23,98190,91110,73020,18090,24.8,2016/02/23(10:00)
2016,02,22,98190,91271,75055,16216,21.6,2016/02/22(11:00)
2016,02,21,98190,86329,61244,25085,41,2016/02/21(24:00)
2016,02,20,98190,87494,63910,23584,36.9,2016/02/20(11:00)
2016,02,19,98190,90889,73525,17364,23.6,2016/02/19(11:00)
2016,02,18,98190,90451,74491,15960,21.4,2016/02/18(11:00)
2016,02,17,98190,89842,75386,14456,19.2,2016/02/17(10:00)
2016,02,16,98190,90441,77048,13393,17.4,2016/02/16(11:00)
2016,02,15,98190,90405,76750,13655,17.8,2016/02/15(11:00)
2016,02,14,98190,87554,62099,25455,41,2016/02/14(24:00)
2016,02,13,98190,85427,63690,23737,38.5,2016/02/13(11:00)
2016,02,12,98190,88403,72165,16238,22.5,2016/02/12(11:00)
2016,02,11,98190,93000,71422,21578,30.2,2016/02/11(11:00)
2016,02,10,98190,89176,58442,30734,52.6,2016/02/10(24:00)
2016,02,09,98190,86697,56144,30553,54.4,2016/02/09(24:00)
2016,02,08,98190,85210,54354,30856,56.8,2016/02/08(01:00)
2016,02,07,98190,85242,60053,25189,41.9,2016/02/07(01:00)
2016,02,06,98190,88569,64785,23784,36.7,2016/02/06(01:00)
2016,02,05,98190,93589,76775,16814,21.9,2016/02/05(10:00)
2016,02,04,98190,93417,78046,15371,19.7,2016/02/04(10:00)
2016,02,03,98190,93667,79833,12910,16.2,2016/02/03(10:00)
2016,02,02,98190,93809,80020,13789,17.2,2016/02/02(10:00)
2016,02,01,98190,93179,79041,14138,17.9,2016/02/01(11:00)
2016,01,31,98190,92631,63782,28849,45.2,2016/01/31(24:00)
2016,01,30,98190,88397,67071,21326,31.8,2016/01/30(11:00)
2016,01,29,98190,93196,78730,14466,18.4,2016/01/29(11:00)
2016,01,28,98190,93706,80274,13432,16.7,2016/01/28(11:00)
2016,01,27,98190,92222,79191,13031,16.5,2016/01/27(11:00)
2016,01,26,98190,93157,81877,11280,13.8,2016/01/26(11:00)
2016,01,25,98190,93248,82811,10437,12.6,2016/01/25(11:00)
2016,01,24,98190,92052,67807,24245,35.8,2016/01/24(24:00)
2016,01,23,98190,93437,71326,22111,31,2016/01/23(11:00)
2016,01,22,98190,94529,80802,13727,17,2016/01/22(11:00)
2016,01,21,98190,94793,82972,11821,14.2,2016/01/21(11:00)
2016,01,20,98190,94868,81861,13007,15.9,2016/01/20(11:00)
2016,01,19,98190,95511,82123,13388,16.3,2016/01/19(11:00)
2016,01,18,98190,95589,78462,17127,21.8,2016/01/18(18:00)
2016,01,17,98190,91948,61528,30420,49.4,2016/01/17(24:00)
2016,01,16,98190,90209,66852,23357,34.9,2016/01/16(11:00)
2016,01,15,97553,93817,77494,16323,21.1,2016/01/15(10:00)
2016,01,14,97533,94597,78269,16328,20.9,2016/01/14(10:00)
2016,01,13,97553,95050,78819,16231,20.6,2016/01/13(10:00)
2016,01,12,97553,95128,78291,16837,21.5,2016/01/12(10:00)
2016,01,11,97553,94970,76764,18206,23.7,2016/01/11(10:00)
2016,01,10,97553,94012,61698,32314,52.4,2016/01/10(24:00)
2016,01,09,97553,93863,66036,27827,42.1,2016/01/09(11:00)
2016,01,08,97553,93845,76982,16863,21.9,2016/01/08(10:00)
2016,01,07,97553,94730,76531,18199,23.8,2016/01/07(10:00)
2016,01,06,97553,91498,76602,14896,19.4,2016/01/06(10:00)
2016,01,05,97553,91944,76909,15035,19.5,2016/01/05(11:00)
2016,01,04,97553,91005,71516,19489,27.3,2016/01/04(10:00)
2016,01,03,97553,90033,58280,31753,54.5,2016/01/03(24:00)
2016,01,02,97553,89449,58562,30887,52.7,2016/01/02(24:00)
2016,01,01,97553,90066,59662,30404,51,2016/01/01(01:00)
2015,12,31,97649,90899,69887,21012,30.1,2015/12/31(10:00)
2015,12,30,97649,92185,74257,17928,24.1,2015/12/30(10:00)
2015,12,29,97649,92413,76087,16326,21.5,2015/12/29(10:00)
2015,12,28,97649,91740,75834,15906,21,2015/12/28(10:00)
2015,12,27,97649,89152,61544,27608,44.9,2015/12/27(24:00)
2015,12,26,97649,91013,61301,29712,48.5,2015/12/26(24:00)
2015,12,25,97649,90707,62658,28049,44.8,2015/12/25(24:00)
2015,12,24,97649,91827,72706,19121,26.3,2015/12/24(10:00)
2015,12,23,97649,90339,72896,17443,23.9,2015/12/23(10:00)
2015,12,22,97649,91101,74781,16320,21.8,2015/12/22(10:00)
2015,12,21,97649,91650,75526,16124,21.3,2015/12/21(11:00)
2015,12,20,97649,89053,60678,28375,46.8,2015/12/20(01:00)
2015,12,19,97649,88888,65145,23743,36.4,2015/12/19(11:00)
2015,12,18,97649,89191,77282,11909,15.4,2015/12/18(10:00)
2015,12,17,97649,87841,76340,11501,15.1,2015/12/17(10:00)
2015,12,16,97649,87330,73369,13961,19,2015/12/16(10:00)
2015,12,15,97649,86324,71928,14396,20,2015/12/15(10:00)
2015,12,14,97649,86639,71845,14794,20.6,2015/12/14(11:00)
2015,12,13,97649,84224,58055,26169,45.1,2015/12/13(24:00)
2015,12,12,97649,84692,61903,22789,36.8,2015/12/12(11:00)
2015,12,11,97649,86897,71554,15343,21.4,2015/12/11(10:00)
2015,12,10,97649,86861,72052,14809,20.6,2015/12/10(11:00)
2015,12,09,97649,86975,73300,13675,18.7,2015/12/09(10:00)
2015,12,08,97649,86628,73169,13459,18.4,2015/12/08(10:00)
2015,12,07,97649,86035,73760,12275,16.6,2015/12/07(10:00)
2015,12,06,97649,83940,59924,24016,40.1,2015/12/06(24:00)
2015,12,05,97649,82735,62921,19814,31.5,2015/12/05(11:00)
2015,12,04,97649,87385,74655,12730,17.1,2015/12/04(10:00)
2015,12,03,97649,87792,73871,13921,18.8,2015/12/03(11:00)
2015,12,02,97649,88032,71955,16077,22.3,2015/12/02(11:00)
2015,12,01,97649,87826,72117,15709,21.8,2015/12/01(10:00)
2015,11,30,97649,86474,70678,15796,22.3,2015/11/30(10:00)
2015,11,29,97649,76811,58656,18155,31,2015/11/29(01:00)
2015,11,28,97649,80131,63822,16309,25.6,2015/11/28(11:00)
2015,11,27,97649,87180,73965,13215,17.9,2015/11/27(11:00)
2015,11,26,97649,87156,73301,13855,18.9,2015/11/26(18:00)
2015,11,25,97649,84776,70103,14673,20.9,2015/11/25(11:00)
2015,11,24,97649,84583,67791,16792,24.8,2015/11/24(18:00)
2015,11,23,97476,83739,66940,16799,25.1,2015/11/23(18:00)
2015,11,22,97476,76676,54692,21984,40.2,2015/11/22(23:00)
2015,11,21,97476,78079,58603,19476,33.2,2015/11/21(11:00)
2015,11,20,97476,82380,65527,16853,25.7,2015/11/20(10:00)
2015,11,19,97476,82445,66358,16087,24.2,2015/11/19(18:00)
2015,11,18,97476,81932,66812,15120,22.6,2015/11/18(17:00)
2015,11,17,97476,81452,65056,16396,25.2,2015/11/17(11:00)
2015,11,16,97476,81378,65914,15464,23.5,2015/11/16(18:00)
2015,11,15,97476,75023,54480,20543,37.7,2015/11/15(23:00)
2015,11,14,97476,78775,57776,20999,36.3,2015/11/14(11:00)
2015,11,13,97476,82613,66214,16399,24.8,2015/11/13(11:00)
2015,11,12,97476,83048,64451,18597,28.9,2015/11/12(19:00)
2015,11,11,97476,81643,64221,17422,27.1,2015/11/11(10:00)
2015,11,10,97476,82102,65234,16868,25.9,2015/11/10(19:00)
2015,11,09,97476,81759,65021,16738,25.7,2015/11/09(18:00)
2015,11,08,97476,75984,54098,21895,40.5,2015/11/08(19:00)
2015,11,07,97476,76226,58830,17396,29.6,2015/11/07(12:00)
2015,11,06,97476,81267,63785,17482,27.4,2015/11/06(18:00)
2015,11,05,97476,80033,63626,16407,25.8,2015/11/05(10:00)
2015,11,04,97476,79933,64007,15926,24.9,2015/11/04(19:00)
2015,11,03,97476,80177,64524,15646,24.2,2015/11/03(19:00)
2015,11,02,97476,80407,64439,15968,24.8,2015/11/02(19:00)
2015,11,01,97476,72113,54224,17889,33,2015/11/01(19:00)
2015,10,31,97476,73327,56721,16606,29.3,2015/10/31(19:00)
2015,10,30,96828,80518,64239,16279,25.3,2015/10/30(19:00)
2015,10,29,96828,81438,64520,16918,26.2,2015/10/29(19:00)
2015,10,28,96828,80177,63356,16821,26.5,2015/10/28(19:00)
2015,10,27,96828,80026,64385,15641,24.3,2015/10/27(19:00)
2015,10,26,96828,79075,63891,15184,23.8,2015/10/26(19:00)
2015,10,25,96828,69680,52758,16922,32.1,2015/10/25(20:00)
2015,10,24,96828,70752,55946,14806,26.5,2015/10/24(11:00)
2015,10,23,96828,75294,63199,12095,19.1,2015/10/23(19:00)
2015,10,22,96828,75761,64211,11550,18,2015/10/22(19:00)
2015,10,21,96828,75341,64102,11239,17.5,2015/10/21(19:00)
2015,10,20,96828,75208,65040,10168,15.6,2015/10/20(19:00)
2015,10,19,96828,74906,64033,10873,17,2015/10/19(19:00)
2015,10,18,96828,71642,53494,18148,33.9,2015/10/18(20:00)
2015,10,17,96828,71663,56043,15620,27.9,2015/10/17(11:00)
2015,10,16,96828,74633,63790,10843,17,2015/10/16(19:00)
2015,10,15,96828,74187,64576,9611,14.9,2015/10/15(19:00)
2015,10,14,96828,73097,63625,9472,14.9,2015/10/14(01:00)
2015,10,13,96828,73167,63812,9355,14.7,2015/10/13(19:00)
2015,10,12,96828,74544,63312,11232,17.7,2015/10/12(19:00)
2015,10,11,96828,68218,52812,15406,29.2,2015/10/11(20:00)
2015,10,10,96828,69590,54244,15346,28.3,2015/10/10(19:00)
2015,10,09,96828,72391,58063,14328,24.7,2015/10/09(20:00)
2015,10,08,96828,76750,63497,13253,20.9,2015/10/08(19:00)
2015,10,07,96828,76699,64311,12388,19.3,2015/10/07(17:00)
2015,10,06,96828,78198,64572,13626,21.1,2015/10/06(19:00)
2015,10,05,96828,78704,63691,15013,23.6,2015/10/05(19:00)
2015,10,04,96828,72856,53269,19587,36.8,2015/10/04(20:00)
2015,10,03,96828,72319,55982,16337,29.2,2015/10/03(20:00)
2015,10,02,96828,80112,62303,17809,28.6,2015/10/02(19:00)
2015,10,01,96828,80604,65322,15282,23.4,2015/10/01(17:00)
2015,09,30,96828,80325,61103,19222,31.5,2015/09/30(15:00)
2015,09,29,96828,74792,52106,22686,43.5,2015/09/29(20:00)
2015,09,28,96828,71623,47846,23777,49.7,2015/09/28(20:00)
2015,09,27,96828,73331,44389,28942,65.2,2015/09/27(20:00)
2015,09,26,96828,74353,49043,25310,51.6,2015/09/26(01:00)
2015,09,25,96828,85334,62960,22374,35.5,2015/09/25(11:00)
2015,09,24,96828,82560,67067,15493,23.1,2015/09/24(17:00)
2015,09,23,96828,83887,66815,17072,25.6,2015/09/23(15:00)
2015,09,22,96828,83452,68297,15155,22.2,2015/09/22(17:00)
2015,09,21,96828,83380,67755,15625,23.1,2015/09/21(17:00)
